atm,bank,bar,beauty_salon,book_store,bus_station,cafe,gas_station,gym,movie_theater,museum,school,shopping_mall,subway_station,supermarket,taxi_stand,train_station,yelp_id
45.0,13.0,60.0,60.0,7.0,41.0,32.0,,22.0,1.0,4.0,60.0,3.0,,6.0,,,TdAjlHUnsMyFsJheue8aRQ
25.0,17.0,20.0,46.0,,32.0,11.0,,15.0,2.0,,15.0,4.0,1.0,2.0,,1.0,TeY4WfWwtvQ53Vt_DgwJcg
4.0,2.0,1.0,6.0,,6.0,1.0,1.0,14.0,,,2.0,,,1.0,,,TgeCgw_E0p0Zs3zD-5HuWg
6.0,4.0,5.0,19.0,1.0,,4.0,,1.0,1.0,1.0,5.0,2.0,,,,,ThZP35kkUy20uAaBMy2afA
60.0,23.0,60.0,60.0,5.0,20.0,51.0,,32.0,7.0,9.0,60.0,11.0,2.0,5.0,,,Ti-957LNURM0Gy2CXIbQOw
3.0,1.0,2.0,3.0,1.0,3.0,2.0,,2.0,,,4.0,1.0,,1.0,,,Ti4k3auAYKxzS56XpOXh8Q
29.0,5.0,17.0,35.0,1.0,20.0,9.0,2.0,2.0,,,9.0,2.0,3.0,3.0,,1.0,TkyoB8wWkhypurlKUOGULQ
59.0,12.0,46.0,60.0,3.0,34.0,34.0,1.0,30.0,3.0,1.0,60.0,,2.0,4.0,,,Trw7ZZlMjlSLqa0owjhxhA
37.0,17.0,32.0,53.0,6.0,41.0,32.0,,38.0,8.0,2.0,60.0,2.0,3.0,3.0,,,TsYrzVVtkKO4Asrk_L9stw
60.0,19.0,49.0,60.0,7.0,33.0,40.0,,44.0,2.0,5.0,60.0,,3.0,4.0,,,Tt9Mkrgd5Zj_ZJEeU0L7Gg
17.0,5.0,9.0,60.0,2.0,37.0,13.0,3.0,4.0,,1.0,18.0,2.0,1.0,4.0,,,TuGFxspYWd0smugwUeN9sA
9.0,5.0,2.0,10.0,,11.0,4.0,1.0,2.0,,,3.0,,,2.0,,,TvW_d7tEfrBk6E4GGBuMCQ
9.0,5.0,4.0,25.0,1.0,19.0,5.0,3.0,10.0,,,8.0,,,,,1.0,Tw7bIH7iyI1mK1o070w1Vw
36.0,20.0,4.0,28.0,1.0,19.0,5.0,,14.0,2.0,,14.0,4.0,,,,,Tza_oU_qFDhPmXzJ1kCSDg
15.0,8.0,16.0,14.0,5.0,1.0,5.0,,8.0,,4.0,8.0,2.0,,,,,U7FT-LJhhpwkO6I1tyZAfg
60.0,30.0,60.0,60.0,28.0,27.0,60.0,,60.0,3.0,21.0,60.0,20.0,4.0,4.0,,2.0,UA2M9QFZghe-9th2KwLoWQ
,,1.0,1.0,,,1.0,2.0,,,,,,,,,,UB4iHdA34dEpE8HzmMN1hA
22.0,4.0,9.0,28.0,,38.0,13.0,,4.0,1.0,,27.0,1.0,4.0,3.0,,,UH_aksIxzGPPyhWZJbTP7A
,,1.0,,,,,2.0,,,,,,,,,,UHlpmHTR6G10rm5m2zaMcA
60.0,36.0,60.0,60.0,19.0,46.0,60.0,2.0,49.0,7.0,8.0,60.0,26.0,2.0,4.0,,1.0,UIEeOn92c5TYtGjjRJiQzw
8.0,1.0,12.0,8.0,2.0,26.0,7.0,,3.0,1.0,2.0,1.0,1.0,,,,,UL4K6HwcI542imZo1Glpbw
7.0,1.0,8.0,4.0,2.0,7.0,4.0,1.0,,1.0,,,2.0,,3.0,,,UNB9cCHJgR-1vlWIXJukBg
60.0,12.0,60.0,60.0,10.0,60.0,60.0,2.0,45.0,14.0,11.0,60.0,15.0,2.0,6.0,,,UQZmhaPAMdZabid6ccvhTg
10.0,6.0,7.0,35.0,,12.0,5.0,4.0,2.0,2.0,,12.0,1.0,,1.0,,1.0,URVhOYKR56ByddJMKhnEVA
21.0,11.0,25.0,29.0,1.0,9.0,5.0,3.0,17.0,1.0,1.0,2.0,,,,,1.0,UT6XAkivbekbPtUYE2ulcQ
42.0,32.0,45.0,26.0,7.0,43.0,50.0,,23.0,2.0,7.0,40.0,8.0,7.0,2.0,,1.0,UUIKdOylovTfXGvvKTN_yQ
2.0,1.0,2.0,9.0,,6.0,2.0,,2.0,,,1.0,,,,,,UUgY7Jz762FtG4Luz-85ow
60.0,60.0,60.0,46.0,5.0,45.0,60.0,,29.0,,11.0,60.0,5.0,8.0,4.0,,,UWcSgjqokBZ9X80bXAQBQg
60.0,23.0,60.0,60.0,8.0,22.0,60.0,1.0,60.0,2.0,18.0,60.0,7.0,5.0,3.0,,1.0,UXVDyIzmO5kmJnlv-HDXLg
43.0,12.0,60.0,54.0,9.0,28.0,60.0,,21.0,4.0,14.0,60.0,3.0,3.0,2.0,,,UYTbyrxK5scKZ7GlGkuS5A
60.0,60.0,60.0,60.0,20.0,60.0,60.0,1.0,31.0,3.0,12.0,57.0,24.0,4.0,2.0,,4.0,Ucxhqn56VtC-eYjdNsg7Og
27.0,7.0,60.0,27.0,,36.0,31.0,,14.0,3.0,5.0,32.0,4.0,,3.0,,,Ucya5uGBVUA3azs-HX0sTA
60.0,32.0,60.0,60.0,11.0,45.0,55.0,,37.0,3.0,6.0,60.0,7.0,2.0,4.0,,,UkA3V8itzKuBGZ9c7y989w
56.0,23.0,60.0,60.0,10.0,44.0,39.0,,40.0,3.0,9.0,60.0,4.0,3.0,4.0,,,UmbueYC2QcDFJy6ju7M6dw
60.0,36.0,60.0,60.0,19.0,15.0,60.0,1.0,47.0,2.0,17.0,43.0,28.0,7.0,9.0,,,UtyDjJSV2TYifsPhlHn_7Q
40.0,11.0,30.0,60.0,,33.0,22.0,,24.0,4.0,5.0,29.0,4.0,,2.0,,,V37ECDCspDO5x1h_eEoHoA
60.0,16.0,60.0,60.0,12.0,60.0,60.0,2.0,46.0,12.0,12.0,60.0,15.0,2.0,6.0,,,V3USzFEGhuoXez4G2Rk11A
45.0,18.0,42.0,60.0,10.0,35.0,30.0,,30.0,,9.0,49.0,2.0,2.0,5.0,,,V69n3YrAs59GenGB2jLVrA
60.0,57.0,60.0,60.0,30.0,55.0,60.0,,60.0,3.0,13.0,60.0,27.0,4.0,3.0,,1.0,V6xlMNLFTsxB4W0VVcRK_Q
27.0,4.0,5.0,30.0,1.0,24.0,8.0,,6.0,,1.0,44.0,1.0,2.0,4.0,,,V7_IQ1ab69JilAlgrSnMXg
27.0,3.0,4.0,14.0,,35.0,9.0,1.0,1.0,1.0,3.0,32.0,1.0,1.0,6.0,,,VAkdznBlCPQ7KFvm-Kma0g
36.0,14.0,60.0,60.0,21.0,27.0,60.0,1.0,60.0,3.0,20.0,41.0,18.0,5.0,2.0,,,VF3wSCRC3mE6JpBQPQXELA
34.0,9.0,26.0,12.0,2.0,33.0,14.0,2.0,4.0,1.0,6.0,17.0,,,,,1.0,VGYWVWwuuNRzI2UcSNIw2g
60.0,38.0,60.0,60.0,20.0,60.0,60.0,1.0,52.0,25.0,18.0,60.0,27.0,6.0,6.0,,,VNKcgjNlNhMMozhDPFpC6w
13.0,5.0,2.0,16.0,1.0,18.0,3.0,2.0,3.0,,,17.0,,,1.0,,,VUpzAbKlKblpu2Z1lmcAEw
15.0,3.0,8.0,9.0,,27.0,5.0,4.0,3.0,,1.0,9.0,1.0,1.0,,,,VXyk19eG4B2I6noumvfHCw
14.0,4.0,5.0,25.0,,16.0,2.0,2.0,8.0,1.0,1.0,6.0,,,,,,VZAp9aV72BWhzd5FBIWLqg
12.0,7.0,6.0,24.0,2.0,12.0,4.0,,7.0,,,9.0,,,,,,Vc7mD9Kgghvj0v9_1ffvgQ
33.0,11.0,60.0,60.0,22.0,30.0,60.0,1.0,55.0,5.0,21.0,57.0,16.0,4.0,3.0,,,Ve9eysLcTjGLbKp7tjOd9w
5.0,,1.0,2.0,,15.0,1.0,,3.0,1.0,,3.0,1.0,,,,,VgXNaUKNFW2ibLU9LkuGjg
20.0,5.0,15.0,33.0,,18.0,16.0,2.0,6.0,,,17.0,1.0,2.0,1.0,,,VlBRJTY55GcqXJEQBMYf2w
9.0,3.0,1.0,9.0,,12.0,4.0,3.0,1.0,,,5.0,,,,,,VlYbu0z38GGpm9O0R-w0wg
60.0,26.0,60.0,45.0,3.0,23.0,60.0,,18.0,16.0,11.0,60.0,19.0,4.0,3.0,,,VnjcxOUuZAeJMiDIU-7hUQ
60.0,60.0,60.0,60.0,16.0,60.0,60.0,,60.0,6.0,7.0,57.0,16.0,6.0,4.0,,,VqPoQGy0q5Q8BWlb0XvZuw
10.0,4.0,7.0,13.0,,11.0,5.0,3.0,3.0,,1.0,10.0,2.0,,,,1.0,VrGxoSNZfSiT-G4OqRRGIw
42.0,6.0,60.0,60.0,8.0,28.0,60.0,,24.0,2.0,7.0,60.0,3.0,1.0,3.0,,,Vs8kQ4R381y27AH018gLpg
42.0,17.0,41.0,25.0,2.0,12.0,29.0,,20.0,1.0,1.0,25.0,1.0,,3.0,,1.0,Vyq_AKX1k7M8CLH4Qq1maA
2.0,,1.0,,,3.0,2.0,,,,,,,,,,,VytCyh-Oo1-oSeGD7lArkg
7.0,1.0,17.0,15.0,1.0,14.0,14.0,,7.0,,1.0,29.0,,2.0,1.0,,,WESGoub2nzCSRTYoURbcEQ
33.0,11.0,17.0,43.0,3.0,33.0,11.0,,7.0,2.0,2.0,60.0,3.0,2.0,5.0,,,WH9GqcrmWIepu3VpFxaInw
20.0,17.0,16.0,7.0,,14.0,11.0,,1.0,,3.0,21.0,1.0,,1.0,,,WI_AYZSW8ds1GjFq3PQJRA
4.0,1.0,6.0,12.0,,16.0,2.0,4.0,5.0,,,2.0,2.0,,,,,WNOUPEZ6J8SZVSaK6Q3e-A
7.0,3.0,15.0,19.0,1.0,12.0,10.0,,12.0,,1.0,12.0,2.0,1.0,,,,WRPrwGH50FBm7yiuYKiLjw
58.0,26.0,60.0,53.0,5.0,43.0,51.0,,49.0,6.0,3.0,60.0,3.0,5.0,2.0,,,WYhRkUATHRyXZrE55MArbA
16.0,2.0,7.0,23.0,1.0,22.0,17.0,5.0,,,,9.0,3.0,1.0,3.0,,,WgzUkwQkKwraqNzbYDFgWQ
57.0,14.0,60.0,37.0,3.0,59.0,59.0,,17.0,12.0,8.0,60.0,14.0,2.0,4.0,,,WqjqHMozyW42XLTtLnKGag
5.0,4.0,1.0,3.0,1.0,,,,,,1.0,9.0,,,,,,Wt2z3_PiT0m_hevjfgZXgA
36.0,16.0,15.0,27.0,4.0,19.0,24.0,,17.0,2.0,1.0,45.0,2.0,4.0,1.0,,,WyyJAcQwfOxKPLgIYetSKA
5.0,1.0,7.0,2.0,,9.0,1.0,3.0,,,,3.0,,,,,,WzpWEuVWY-6Xh37wc44GiA
57.0,11.0,59.0,60.0,2.0,35.0,39.0,,12.0,,5.0,60.0,1.0,2.0,6.0,,,X8Hl9OezX-Yr9Jir3fsF7g
31.0,11.0,27.0,30.0,2.0,27.0,24.0,,19.0,,,39.0,1.0,3.0,5.0,2.0,,X8Tg6XHKERw-vdWRU4oH3Q
58.0,16.0,60.0,35.0,2.0,33.0,49.0,,24.0,2.0,9.0,50.0,1.0,1.0,4.0,,,XAHfErhn_JujythNCmGl1w
6.0,,7.0,2.0,,14.0,4.0,,1.0,,,5.0,1.0,,,,,XAWp4A8xJYaEX8TepS1xOg
10.0,10.0,20.0,10.0,2.0,14.0,19.0,,6.0,2.0,9.0,15.0,3.0,1.0,2.0,,,XAeGAF5MGr7P6A13SnXbjQ
5.0,,5.0,3.0,,11.0,1.0,,,,1.0,5.0,,,4.0,,,XDL8GWy3uCB8bdpMiRLRJw
60.0,18.0,60.0,60.0,14.0,33.0,60.0,,34.0,7.0,10.0,60.0,2.0,5.0,3.0,,2.0,XEugUtbw4rRmGr9S1XA-aQ
40.0,9.0,60.0,60.0,11.0,35.0,60.0,,37.0,5.0,17.0,51.0,5.0,4.0,4.0,,,XHhRAKq6DArQXYhkgvwaow
4.0,2.0,2.0,13.0,1.0,5.0,4.0,2.0,4.0,,2.0,8.0,,,,,1.0,XJLB3FpYV0ifGZgMs2logA
27.0,5.0,60.0,32.0,1.0,33.0,16.0,1.0,12.0,1.0,4.0,48.0,,,3.0,,,XK8DnTYgZGoZKuihH4_cpg
32.0,15.0,12.0,60.0,1.0,27.0,12.0,,9.0,,,24.0,,1.0,3.0,,,XO43OJWeAOS0Z-hqzhKgvQ
11.0,5.0,6.0,18.0,2.0,14.0,6.0,,7.0,,,10.0,,,,,,XObe5xXdVXXJP3m0NEumqA
60.0,60.0,60.0,56.0,11.0,42.0,60.0,,24.0,23.0,19.0,60.0,31.0,9.0,3.0,,,XPuCR_UaPliuNQMzU2pNlQ
9.0,1.0,6.0,1.0,,12.0,3.0,3.0,,,1.0,1.0,1.0,,2.0,,,XUXRTgv4Lq_EnUDaKvGuCQ
27.0,5.0,60.0,32.0,1.0,33.0,16.0,1.0,11.0,1.0,4.0,43.0,,,3.0,,,XVMzBs7wGeU5BWgyBL3xyQ
6.0,1.0,1.0,5.0,,25.0,1.0,3.0,1.0,,1.0,2.0,,,,1.0,,XWNamjD2mSpk56B6z1HT9w
11.0,,7.0,17.0,1.0,27.0,9.0,3.0,1.0,,,15.0,,,,,,XYWz3BZITmPe0sRuM3gerA
8.0,1.0,6.0,4.0,,9.0,1.0,2.0,1.0,,,2.0,,,,,,XeuqZ63RUJCShLT8GK2KOg
48.0,16.0,60.0,60.0,8.0,23.0,60.0,,22.0,4.0,8.0,60.0,3.0,4.0,2.0,,,XfOa_KyrV7JSFJMOKckGMg
26.0,4.0,18.0,1.0,4.0,16.0,8.0,,5.0,2.0,4.0,5.0,,,,,2.0,Xk6GSFf8KGGZ3cyYijwRcw
60.0,60.0,60.0,60.0,14.0,60.0,54.0,,41.0,4.0,10.0,41.0,12.0,4.0,1.0,,,XlhWNQRGoWyybfXpGBgE3Q
,,,,,8.0,1.0,,,,2.0,,,,,,,XmpbEmS7PRdg5sIbGpjt7g
8.0,1.0,44.0,18.0,,25.0,7.0,1.0,7.0,1.0,5.0,27.0,,,,,,XoDR_T-ZKYJtZgCocEDcyA
48.0,14.0,18.0,28.0,7.0,33.0,18.0,1.0,19.0,2.0,3.0,60.0,1.0,1.0,4.0,,,XoTaRa6uAkO2OBV0-rYv3w
3.0,3.0,5.0,4.0,,16.0,1.0,2.0,4.0,,,3.0,,,1.0,,,Xs7QUN77u6LAVA-MflQR7A
32.0,11.0,39.0,60.0,8.0,39.0,24.0,,18.0,3.0,5.0,60.0,2.0,2.0,2.0,,,XsElXaLxUPKquI78poB8yw
60.0,59.0,55.0,60.0,12.0,54.0,36.0,,52.0,4.0,12.0,45.0,7.0,5.0,1.0,,,XvcRtA3pD6gpICLsdsQVbA
25.0,9.0,27.0,46.0,2.0,17.0,8.0,4.0,18.0,1.0,2.0,6.0,1.0,,2.0,,1.0,XyjYXZrxgx8s2DxxvO6Z1g
60.0,60.0,60.0,60.0,22.0,60.0,60.0,2.0,35.0,3.0,11.0,52.0,24.0,3.0,3.0,,,XzkmePjJC0ryuqZp5qd12A
4.0,,2.0,5.0,,6.0,1.0,1.0,3.0,,,2.0,,,,,,Y1sa4yQw8xXeiDaC0CN98Q
23.0,8.0,26.0,32.0,3.0,24.0,16.0,2.0,14.0,1.0,,28.0,1.0,,5.0,,,Y3xDbSHXs6apMA4JLGJZ1Q
10.0,9.0,3.0,19.0,2.0,11.0,3.0,1.0,4.0,,,,,,3.0,,,YBncKq0rdijgeIyjuW_Czw
7.0,4.0,,2.0,,21.0,,,,,,5.0,,,2.0,,,YGfpddz2ml_2h75wbzkh2A
60.0,60.0,60.0,60.0,22.0,60.0,60.0,1.0,35.0,3.0,14.0,58.0,23.0,4.0,3.0,,4.0,YHGGyH4hn_5UyV1rWgA5hg
12.0,2.0,3.0,16.0,1.0,27.0,6.0,,4.0,1.0,,13.0,,,,,1.0,YIFgTJUuihaHnEjWPSdABg
60.0,60.0,60.0,60.0,14.0,29.0,60.0,1.0,31.0,17.0,10.0,60.0,33.0,5.0,4.0,,,YL50wX8_PyeQE6NylT8YVQ
23.0,4.0,24.0,13.0,4.0,20.0,15.0,,9.0,2.0,11.0,19.0,1.0,,2.0,,,YMHxv6VFriKz1KevVXl0Cw
60.0,31.0,60.0,60.0,28.0,30.0,60.0,,60.0,5.0,20.0,60.0,13.0,4.0,4.0,,2.0,YMtQ5NZY3WUn3tetby6Uog
42.0,7.0,16.0,46.0,1.0,36.0,13.0,1.0,7.0,3.0,,46.0,2.0,1.0,2.0,,,YRfDdBgWS4T80oJfKmVThA
51.0,14.0,60.0,60.0,13.0,32.0,60.0,,18.0,2.0,4.0,49.0,2.0,4.0,2.0,,2.0,YSflX6shqcP3zYno0Zz75Q
33.0,31.0,17.0,9.0,,12.0,13.0,1.0,7.0,,,8.0,,,,,,YSgcojsb2kWHXNLWaGCuBA
52.0,16.0,60.0,60.0,12.0,33.0,60.0,1.0,21.0,4.0,6.0,60.0,3.0,5.0,2.0,,2.0,YT5Ywu9y190B4IGIlBetzA
45.0,17.0,60.0,60.0,15.0,29.0,58.0,,30.0,8.0,22.0,42.0,13.0,5.0,2.0,,,YWYbLfHO5FjnCQ_uuy6Kdg
18.0,1.0,9.0,12.0,,22.0,10.0,,13.0,2.0,2.0,28.0,2.0,,3.0,,,YYMbXek5-Upj0g3RAjuI7A
60.0,15.0,60.0,42.0,4.0,60.0,59.0,,17.0,19.0,15.0,60.0,20.0,2.0,4.0,,,YfpFRkOx6rFcWsuvQpyMHA
4.0,1.0,1.0,4.0,1.0,9.0,1.0,2.0,2.0,,,7.0,1.0,,1.0,,,YfyQ7aBaTcwdph1ZPpDm1A
60.0,30.0,60.0,60.0,21.0,32.0,60.0,1.0,60.0,10.0,9.0,60.0,10.0,2.0,7.0,,,YigI9naNis2hvBtlkXLTvQ
12.0,2.0,8.0,20.0,2.0,26.0,8.0,1.0,1.0,,,23.0,,1.0,3.0,,,YjD9sNbooHMHpvjDzc89rA
42.0,15.0,46.0,60.0,6.0,36.0,37.0,,53.0,5.0,5.0,60.0,1.0,2.0,4.0,,,YsDmYRzJo3kiwZvIe1r0Fg
4.0,3.0,2.0,9.0,,13.0,3.0,1.0,3.0,,,1.0,,,2.0,,,Yu31-BeC27cVc76jgKV1jw
29.0,2.0,8.0,12.0,1.0,24.0,6.0,6.0,4.0,,,26.0,2.0,2.0,1.0,,,YxXu-Tx7ZpYNbMCeQ8092A
16.0,2.0,25.0,23.0,4.0,34.0,25.0,,18.0,1.0,,31.0,2.0,3.0,3.0,,,Z5FKUxsLDi5LznSrmH-ISg
25.0,8.0,18.0,38.0,1.0,32.0,8.0,,6.0,3.0,3.0,53.0,2.0,1.0,6.0,,,Z8pm4rLTBki7OLgtbcTXEg
60.0,18.0,60.0,60.0,16.0,42.0,60.0,,53.0,9.0,21.0,60.0,11.0,3.0,7.0,,,ZD22cMZvSmfNsXS9vKizGA
1.0,,5.0,4.0,,3.0,5.0,1.0,2.0,,,6.0,,,,,,ZEhxsE-6Xi18cSVwp4trnA
53.0,16.0,60.0,60.0,5.0,35.0,36.0,,21.0,1.0,5.0,60.0,1.0,,5.0,,,ZIfh0Vv86ktGZDdM3YME-w
60.0,60.0,60.0,60.0,16.0,60.0,60.0,,60.0,6.0,7.0,60.0,17.0,5.0,4.0,,,ZIlCi38S2pcWuHlpMxvG7w
3.0,,2.0,,,12.0,,1.0,1.0,,,4.0,,,,,,ZQIv6GEyNpSd0kGVU7UJHw
16.0,3.0,10.0,23.0,2.0,31.0,21.0,1.0,6.0,2.0,3.0,55.0,3.0,3.0,3.0,,,ZTsN8TdMXl8SW_AKd_ablw
4.0,3.0,,9.0,,2.0,,,3.0,,,,,,1.0,,,ZUeEJPAGHv-15rq9kzPbfw
60.0,60.0,60.0,60.0,21.0,60.0,60.0,1.0,30.0,6.0,11.0,60.0,29.0,4.0,2.0,,,ZUrGqOG2cetGI-KKXk3c2g
5.0,,7.0,6.0,2.0,4.0,2.0,,7.0,1.0,1.0,3.0,3.0,,,,,ZdQdS-FHmGCQPlpdHsUejQ
28.0,14.0,28.0,39.0,3.0,9.0,19.0,,14.0,,1.0,10.0,1.0,1.0,2.0,,,ZfyfGGtr7usMlsQP1LdU2g
17.0,4.0,45.0,36.0,5.0,38.0,21.0,2.0,6.0,,1.0,27.0,,2.0,4.0,1.0,,Zgxqluk9HIZ0yKNTWMWpbA
32.0,4.0,16.0,34.0,,12.0,12.0,1.0,,,,27.0,1.0,,2.0,,,ZhjRaJkfCIVopvamUzrEsA
6.0,1.0,,3.0,,22.0,1.0,,1.0,,,4.0,1.0,,,,,ZnxZoY9FxouPmelT7eoUKg
16.0,,10.0,15.0,,12.0,7.0,5.0,5.0,,,18.0,,1.0,2.0,,,ZtApaQ9G-lyOfE-Y80tauw
60.0,60.0,60.0,60.0,18.0,60.0,60.0,1.0,36.0,6.0,13.0,54.0,14.0,5.0,5.0,,,ZxfXy-odIz_Xi1i9Uu00pg
20.0,9.0,21.0,39.0,,24.0,13.0,,4.0,,,22.0,,1.0,3.0,,,_-EQR2vNYg-b1eZwAgp6JQ
34.0,15.0,18.0,60.0,10.0,27.0,29.0,,21.0,,18.0,46.0,1.0,1.0,1.0,,,_3QRn51W3IoqBzc9fYet4Q
3.0,3.0,5.0,5.0,,16.0,1.0,2.0,2.0,,,3.0,,,1.0,,,_4Z3SqUupa6s1oOkLWYSww
1.0,,,,,7.0,,1.0,,,2.0,2.0,,,,,,_4ztTCCumLK79ZJkNqL3ZQ
27.0,7.0,24.0,16.0,6.0,34.0,14.0,,18.0,1.0,1.0,35.0,,2.0,5.0,,,_5BoZ_C5zEl5M_MxT1W39w
3.0,1.0,1.0,4.0,,16.0,1.0,1.0,,,,1.0,,,,,,_98kz9tBW7NhCn3zHqOS0A
9.0,10.0,6.0,4.0,,3.0,4.0,,3.0,,,4.0,1.0,,,,,_EvMuZ9HDTdEZeRf-IJlQQ
7.0,4.0,,2.0,,21.0,,,,,,4.0,,,2.0,,,_HnHXaptod3lx2WlKYYNnQ
43.0,17.0,60.0,60.0,13.0,23.0,60.0,,38.0,5.0,9.0,60.0,6.0,4.0,2.0,,,_Kc_mFOk7zMPDcDhkdJE7A
21.0,7.0,30.0,31.0,1.0,13.0,26.0,,26.0,,1.0,30.0,1.0,,3.0,,2.0,_LF3ULe-5TI92CTJcWEz5g
60.0,60.0,60.0,60.0,20.0,60.0,60.0,1.0,37.0,6.0,13.0,58.0,21.0,4.0,5.0,,,_LJFf9YqpYxvExTvVxb7Rw
3.0,,1.0,,,2.0,,,,1.0,1.0,1.0,1.0,,,,,_WsfOuvObbp1tH4cBE-jNw
4.0,,7.0,1.0,,9.0,6.0,,1.0,,1.0,6.0,1.0,,1.0,,,_eC8r8yMhcmDL7PWmaNK9w
60.0,27.0,60.0,60.0,26.0,35.0,60.0,1.0,60.0,6.0,11.0,60.0,10.0,3.0,8.0,,2.0,_gzXNKarTxagBp6_PkmQKw
7.0,4.0,,7.0,1.0,5.0,5.0,3.0,3.0,,,3.0,2.0,,1.0,,,_mQqOoCFBG_Rq4SyJET4Dw
60.0,47.0,59.0,60.0,9.0,41.0,41.0,,60.0,5.0,9.0,34.0,8.0,3.0,3.0,,,_tHF8-3rbyMesgdkQzB2yQ
5.0,1.0,4.0,,,5.0,1.0,1.0,,,,2.0,,,,,,_z52AlCKEU2Lc-CB1j6Kaw
60.0,60.0,60.0,60.0,29.0,60.0,60.0,1.0,60.0,2.0,22.0,60.0,29.0,6.0,8.0,,1.0,_zGsfwGAY8ZTob_mIFAM-w
13.0,4.0,5.0,4.0,,17.0,4.0,3.0,1.0,1.0,1.0,,7.0,,,,,a-ZEe6OSJFEIsWyB58R05Q
,,1.0,,,,,,,,1.0,,,,,,,a-eoXO6ihUyLF-mMC9wZ2w
60.0,30.0,60.0,60.0,29.0,26.0,60.0,1.0,60.0,8.0,13.0,60.0,12.0,2.0,3.0,,1.0,a0AvIH1UnFmqAXhZDEQtrw
60.0,43.0,60.0,60.0,28.0,43.0,60.0,,60.0,3.0,13.0,60.0,26.0,4.0,4.0,,1.0,a0IET3_yCFcO36OqGSsisg
18.0,2.0,4.0,14.0,,33.0,3.0,3.0,2.0,,,7.0,,,5.0,1.0,,a2WbaTMwZC66laTFv_yY0A
20.0,5.0,47.0,15.0,4.0,17.0,25.0,,29.0,4.0,7.0,19.0,,,4.0,,,a4WZUTKn90dOkeY38JHNjQ
3.0,2.0,3.0,1.0,2.0,32.0,5.0,,1.0,,2.0,2.0,,,,,1.0,aB5X9LvVEZ_1XfVXJW7bUw
56.0,13.0,60.0,60.0,11.0,25.0,60.0,,29.0,7.0,11.0,60.0,4.0,4.0,3.0,,2.0,aHRcUI_UqFNV87GF7WRIDQ
60.0,60.0,60.0,60.0,15.0,60.0,60.0,,60.0,6.0,10.0,55.0,15.0,6.0,3.0,,,aK2ipD9K8-usBw_gkvvJuw
43.0,15.0,60.0,60.0,7.0,34.0,32.0,,22.0,2.0,6.0,60.0,4.0,,5.0,,,aP2gsHT_aBFpXOD7tvPONg
38.0,14.0,60.0,60.0,19.0,26.0,60.0,1.0,60.0,2.0,20.0,41.0,19.0,5.0,2.0,,,aSFBv64GBpMOFPqIleeQFQ
3.0,1.0,4.0,6.0,,12.0,5.0,2.0,2.0,,,9.0,,,,,,aSfbQpDswUF18wT5pTFB9g
60.0,27.0,60.0,60.0,20.0,27.0,60.0,,46.0,6.0,7.0,60.0,10.0,5.0,4.0,,1.0,aTFkjo0scqmOgsFF5kuGXg
46.0,11.0,60.0,60.0,12.0,40.0,60.0,,40.0,9.0,20.0,60.0,7.0,2.0,3.0,,,aczqK-esIyqhyk7QLqcc1A
35.0,6.0,60.0,60.0,7.0,30.0,60.0,,18.0,6.0,10.0,60.0,1.0,,4.0,,,aiRctIzCj9J3UqBHd-Z3HQ
19.0,19.0,25.0,12.0,5.0,25.0,28.0,,9.0,2.0,10.0,23.0,5.0,3.0,3.0,,1.0,aixlpNVteSFpBS9o_HUsNQ
44.0,12.0,60.0,60.0,13.0,34.0,60.0,,34.0,5.0,16.0,58.0,6.0,5.0,4.0,,,ajdv6_mWIkAXzn71CUdpkw
2.0,1.0,1.0,6.0,,10.0,3.0,1.0,2.0,,,,,,2.0,,,amhuju5Y6dYUKFjT3fFkLQ
45.0,9.0,60.0,60.0,4.0,35.0,53.0,,9.0,5.0,8.0,58.0,,2.0,1.0,,,apykLG7DTZ-7xnOcZGDZZA
28.0,8.0,39.0,60.0,10.0,35.0,27.0,1.0,23.0,6.0,12.0,60.0,3.0,3.0,2.0,,,aqQw-FS1EWS5Fx3URh8iqQ
10.0,3.0,6.0,10.0,,8.0,,,2.0,,,8.0,,,1.0,,1.0,ayh9M3Lmc8Zxa7wsvKH55Q
36.0,5.0,16.0,33.0,,17.0,12.0,1.0,,,,26.0,2.0,,2.0,,,b6jOwyX4iaagw8YjXqq1sA
60.0,60.0,60.0,60.0,18.0,46.0,60.0,1.0,27.0,15.0,14.0,57.0,38.0,5.0,3.0,,,b8a-8u_A51v2IzyjLVsx6w
60.0,60.0,60.0,60.0,27.0,60.0,60.0,,60.0,2.0,21.0,60.0,24.0,3.0,7.0,,1.0,bEXTA_Gwo2oVg4gnFd9fNA
56.0,14.0,50.0,60.0,6.0,33.0,38.0,,30.0,,1.0,49.0,1.0,1.0,1.0,,,bHJWjEg_sGjrlSHIOX6Mqg
15.0,2.0,15.0,15.0,1.0,36.0,5.0,,2.0,,,10.0,,,3.0,,,bIjUOte0FHYhPqcrUAP0zw
3.0,2.0,18.0,7.0,1.0,13.0,9.0,1.0,11.0,,2.0,8.0,,,1.0,,,bJwcf-h06wX6Yo3kVkajww
4.0,,,1.0,1.0,16.0,1.0,2.0,,,,6.0,,,,,,bNPYPLuCjnRvRuL56otJiw
